Restaurant,City,State,currentmonths,extramonths,asianproportion,blackproportion,hispanicproportion,whiteproportion,breakfast,lunch,dinner,latenight,busy,averagetotalbill,pcttip,bigtips,comparative_tips,flair,intro,selling,squatt,touch,jokes,repeat,customer_me,draw,smile,thanks,weather,compliment,happy,yearsexperience,effect_sz,Men,Women,Teenagers,Young_Adults,Middle_Aged_Adults,Elderly_Adults,Cash_Customers,Charge_Customers,Smokers,Regulars,First_Timers,Asians,Blacks,Hispanics,Whites,Foreigners,Couples,onetops,kids,Business_People,Extraverted_enthusiastic,Critical_quarrelsome,Dependable_selfdisciplined,Anxious_easily_upset,Open_to_new_experiences_complex,Reserved_quiet,Sympathetic_warm,Disorganized_careless,Calm_emotiolly_stable,Conventiol_uncreative,birth_yr,sex,hair,hair_other,married,race,race_other
Rainforest Cafe,Bloomington,MN,15,8,10,20,10,50,No,Yes,Yes,0,1,20,13,10,4,4,4,3,3,1,2,3,2,3,4,4,3,4,3,7,3,2,1,3,3,2,1,2,3,3,3,2,2,3,1,2,2,3,3,1,3,7,2,6,6,6,5,7,2,3,1,1979,Male,1,NA,1,4,NA
Chicagos,Seattle,WA,132,0,5,10,10,75,No,Yes,Yes,1,2,25,20,10,4,1,1,3,2,1,1,3,2,1,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Circle D,Emo,!US,63,15,1,4,0,95,No,Yes,Yes,0,3,15,15,5,4,3,2,2,3,2,2,3,3,1,3,3,3,2,5,12,3,3,2,1,1,2,2,3,2,2,1,2,1,1,1,3,3,2,1,1,99,6,5,7,4,6,5,6,3,7,4,48,Male,3,NA,0,4,NA
tao asian bistro,nyc,NY,48,12,25,10,15,50,No,Yes,Yes,0,1,80,15,10,4,1,1,4,2,2,2,3,1,1,4,1,1,4,4,10,4,3,2,1,2,2,1,3,2,,3,1,2,2,2,2,1,3,1,1,3,4,5,7,6,7,1,4,1,4,1,1973,Female,,black,1,2,NA
Romano's Macaroni Grill,Springfield,VA,13,0,3,20,7,70,Yes,Yes,Yes,0,2,25,12,10,5,2,4,3,2,1,2,2,1,2,2,2,1,2,4,3,3,2,1,1,1,2,3,3,2,2,3,2,2,1,1,2,1,2,3,2,3,6,3,6,4,6,4,6,3,5,5,1980,Female,2,NA,0,,Latino
Morton's Steakhouse,New Orleans,LA,6,48,10,40,10,40,No,No,Yes,0,3,70,17,25,4,1,4,4,1,2,4,2,3,1,2,1,1,2,4,7,3,3,1,1,2,3,2,2,2,3,3,2,1,1,1,2,1,2,2,1,3,5,5,7,2,7,4,5,2,6,4,1979,Female,2,NA,0,4,NA
Vinotecca,Royal Oak,MI,18,0,3,7,1,89,No,No,Yes,1,3,40,20,85,2,1,3,4,1,2,2,3,3,1,4,1,2,3,6,15,4,2,2,99,99,2,1,2,2,2,2,2,2,2,2,2,1,1,2,99,2,6,1,7,1,7,1,6,1,3,1,1972,Female,1,NA,1,4,NA
Ruby Tuesday,Poughkeepsie,NY,24,5,5,5,10,80,No,Yes,Yes,0,3,25,18,50,2,4,2,2,3,3,3,3,4,4,4,4,4,2,6,5,5,3,2,1,2,3,1,2,3,99,3,3,2,1,2,2,1,1,3,1,2,7,2,7,2,7,1,7,1,2,2,1978,Male,,black,1,4,NA
Vinnie's Sports Bar,Gret,LA,1,0,0,5,10,85,No,No,No,1,2,30,15,5,4,1,,2,1,1,1,2,2,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
McCormick & Schmick's,Boston,MA,12,12,1,1,1,97,No,Yes,Yes,1,2,50,18,80,4,3,2,3,1,1,2,3,2,1,2,3,1,2,3,8,5,2,2,1,2,3,1,2,3,3,3,2,2,1,2,3,1,3,2,1,3,3,7,7,4,6,1,3,1,4,5,1977,Female,2,NA,0,4,NA
Doe Run Resort,Groundhog Mountain,VA,4,1,0,1,0,99,No,No,Yes,0,3,85,20,75,2,4,4,3,1,2,2,3,3,1,3,1,3,3,6,25,5,3,1,1,2,2,3,2,2,3,99,2,1,1,1,2,1,3,3,2,2,7,1,7,1,6,1,4,1,7,1,1940,Female,,greying,1,4,NA
Firefly Woodfire Grill,Falmouth,MA,6,0,2,8,,90,No,No,Yes,1,2,55,18,35,2,1,1,1,2,1,2,2,2,1,1,1,2,3,6,2.5,4,3,3,2,1,2,2,3,3,3,3,2,2,2,2,2,1,3,1,3,3,6,1,6,1,5,2,6,1,6,4,1983,Male,2,NA,0,4,NA
Meson Sabika,perville,IL,22,12,10,5,15,70,No,Yes,Yes,1,2,25,18,50,3,1,4,3,1,1,2,1,2,1,3,4,2,2,6,4,4,2,1,1,3,3,2,3,2,3,3,2,2,2,2,,1,3,1,2,2,3,2,5,5,5,2,5,1,3,2,1979,Male,2,NA,1,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
TGI Fridays,Des Moines,IA,60,0,10,10,,80,No,Yes,Yes,1,2,10,20,5,4,4,2,3,3,1,2,4,1,1,1,1,1,1,7,5,4,3,2,1,1,2,3,2,2,1,3,2,2,1,1,2,3,2,2,2,3,5,2,6,2,5,4,5,2,5,4,1974,Male,1,NA,1,4,NA
Stadium Bar and Grill,South Boston,MA,4,0,0,1,1,98,Yes,Yes,Yes,1,3,18,17,30,3,1,1,1,2,2,2,2,2,4,4,4,1,3,6,2,5,3,2,2,2,3,2,2,1,99,3,2,99,99,99,2,1,3,2,2,1,7,1,3,3,5,1,5,2,5,2,1985,Male,3,NA,0,4,NA
Charley's Eating and Drinking Saloon,Waterford,CT,48,0,5,20,15,60,No,No,Yes,1,2,18,25,95,1,2,4,4,1,2,3,2,2,1,2,4,2,3,7,15,5,3,3,1,2,3,1,3,3,3,3,3,99,99,99,99,1,3,3,3,2,7,1,6,2,6,5,7,2,5,1,1976,Male,2,NA,1,4,NA
Rich's Place,Edgewater,FL,18,6,0,1,1,98,No,No,Yes,1,3,50,18,20,4,2,4,3,2,3,3,3,3,1,3,2,1,2,1,5,2,2,2,1,2,3,1,2,2,2,3,2,99,99,99,2,1,3,1,1,3,5,5,6,5,7,3,7,5,2,2,1985,Male,2,NA,0,4,NA
viva barcelo,westlake,OH,1,24,0,10,0,90,No,No,Yes,1,2,45,20,85,3,1,3,3,1,1,2,4,3,1,2,2,3,4,6,24,4,3,2,99,3,3,2,3,3,3,3,3,99,2,99,3,99,3,2,2,3,6,3,7,5,7,3,7,1,4,1,1967,Male,2,NA,0,4,NA
NA,NA,NA,39,0,10,10,10,70,Yes,Yes,Yes,0,3,15,20,15,4,1,2,2,1,2,3,3,2,1,2,2,1,3,6,4,4,3,1,1,2,3,1,2,3,3,3,2,2,1,1,3,1,2,2,1,3,6,4,5,5,5,2,3,3,4,1,1978,Male,3,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Bison Country,Waltham,MA,24,0,5,5,5,85,No,Yes,Yes,1,2,20,20,25,3,1,2,2,1,1,1,2,1,1,3,2,1,4,6,3,4,3,2,99,3,3,1,2,2,99,2,2,2,2,2,3,1,3,2,2,3,3,2,5,1,6,5,5,5,7,3,1978,Female,2,NA,1,4,NA
Village Inn,Denver,CO,3,0,2,25,25,48,No,Yes,No,0,3,12,20,25,4,1,4,2,1,1,1,4,1,1,4,4,1,2,,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,7,1,7,2,6,2,7,3,1970,Male,1,NA,1,4,NA
Cabo,Rockville Centre,NY,24,0,5,15,20,60,No,No,Yes,1,2,20,20,10,4,1,3,4,2,1,2,3,1,1,2,2,2,2,5,6,4,3,1,1,2,2,1,3,2,99,3,2,2,1,1,2,1,2,2,3,3,5,4,6,2,5,4,6,1,6,2,1984,Male,2,NA,0,4,NA
paganis,manchester,CT,42,0,2,11,2,85,No,No,Yes,0,3,25,18,10,4,1,4,3,1,1,2,4,2,1,4,2,1,3,6,7,4,3,2,1,3,2,1,2,2,2,3,2,2,1,1,2,1,3,3,1,2,6,1,6,1,6,2,7,2,6,1,1979,Male,1,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Irish Democrat,Cedar Rapids,IA,12,0,0,1,0,99,No,Yes,Yes,1,2,50,20,60,4,1,4,1,2,1,1,3,3,1,3,1,1,2,4,4,4,3,2,1,1,1,1,2,3,2,3,2,99,99,99,2,99,2,3,2,3,7,7,7,2,2,1,6,1,2,3,1972,Male,2,NA,1,4,NA
Continental Divide,Charlottesville,VA,60,6,3,3,3,91,No,No,Yes,0,2,25,18,10,3,3,1,2,2,2,3,3,3,1,4,4,2,3,7,5,4,3,2,1,1,3,1,3,2,3,3,2,1,1,1,2,1,2,2,2,2,6,5,7,2,6,1,7,1,4,1,1979,Male,2,NA,1,4,NA
Tuscany Italian Restaurant,Springfield,IL,96,120,1,5,3,91,No,No,Yes,0,3,25,18,30,3,2,3,4,1,1,2,2,2,1,4,1,1,3,7,17,5,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,7,2,7,2,7,2,6,2,7,2,1969,Female,2,NA,0,4,NA
O'Charley's,Nobleville,!US,3,0,0,5,5,90,No,Yes,No,0,3,18,10,30,5,1,3,3,1,1,2,3,3,1,3,3,1,2,1,6,3,2,2,1,2,1,1,2,2,2,2,2,99,2,2,2,2,99,2,2,3,6,1,6,5,6,2,6,2,6,2,1977,Male,2,NA,1,4,NA
Ardeo,South Yarmouth,MA,25,0,5,10,5,80,No,Yes,Yes,0,2,30,18,40,2,1,2,3,1,1,3,3,2,1,1,1,2,4,6,7,5,2,2,1,3,3,1,2,2,99,3,2,2,1,2,2,1,3,2,2,3,6,4,6,3,7,3,7,3,6,1,1975,Male,3,NA,1,4,NA
Gateway Bar and Grill,Chicago,IL,3,0,0,60,10,30,No,No,Yes,1,4,45,18,5,3,1,2,3,1,1,2,4,2,1,2,4,1,3,3,7,3,2,1,1,2,3,1,2,3,2,3,2,2,1,1,2,1,3,2,3,3,5,6,7,7,5,4,5,5,1,2,1982,Male,2,NA,0,4,NA
applebee's,ithaca,NY,14,0,5,5,5,85,No,Yes,Yes,0,2,18,15,25,2,2,4,3,2,3,4,4,2,1,4,3,2,2,6,8,4,2,2,3,2,2,1,2,3,2,3,2,1,1,2,2,2,3,1,3,3,7,1,6,1,7,3,5,3,5,2,1971,Male,1,NA,1,4,NA
the Modern,Minneapolis,MN,6,0,5,5,5,85,Yes,Yes,Yes,0,1,30,20,25,4,1,1,1,1,2,2,3,2,1,3,4,2,3,6,8,3,3,2,1,2,3,1,3,2,3,2,2,99,99,99,2,1,3,3,2,2,6,2,6,4,7,5,7,3,6,6,1974,Male,1,NA,1,4,NA
H20,WA,DC,10,0,,75,,25,Yes,No,Yes,0,3,30,17,10,3,1,4,1,1,1,2,4,1,1,2,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
NA,Cambridge,MA,3,0,0,30,30,40,No,No,Yes,0,3,20,20,5,4,1,1,1,1,2,2,4,2,1,3,2,3,3,4,9,4,3,2,1,1,2,2,2,3,3,3,2,2,1,1,2,1,2,3,2,3,6,2,6,3,5,4,6,1,2,2,1960,Male,2,NA,0,4,NA
Atwood Cafe,Chicago,IL,48,12,15,15,10,90,No,Yes,Yes,0,2,42,18,50,3,1,1,4,1,1,3,3,4,1,3,1,3,3,4,4,3,2,3,1,3,2,1,2,3,99,3,2,1,1,1,2,1,3,2,1,2,6,2,6,3,6,3,6,1,5,1,1978,Female,2,NA,0,4,NA
Bandera,Chicago,IL,17,0,5,35,2,58,No,No,Yes,0,3,35,19,5,4,1,4,4,1,1,1,1,1,1,2,2,1,2,5,4,3,3,2,2,3,2,2,1,2,99,3,2,99,1,99,2,1,2,3,2,2,6,1,7,1,7,3,7,1,7,1,1981,Male,2,NA,0,4,NA
Jarmins Gap,Crozet,VA,14,5,1,8,1,90,No,No,Yes,1,2,30,18,40,3,1,1,1,1,1,2,1,3,1,3,1,1,3,6,8,3,2,1,1,3,3,1,2,2,3,99,2,2,1,1,2,1,3,2,2,3,7,2,7,2,7,3,5,1,7,1,1977,Female,2,NA,1,4,NA
Metro Pizza,Las Vegas,NV,12,0,5,5,15,75,No,No,Yes,1,3,25,15,40,4,1,4,3,4,4,4,4,2,1,2,2,1,2,5,3,5,3,2,1,1,2,1,2,2,3,2,1,1,1,1,2,1,3,3,1,99,7,5,7,5,5,1,7,6,5,3,74,Male,2,NA,0,4,NA
Dolly's Restaurant and The Flame Steak H,Morgantown,WV,48,,2,2,0,96,No,No,Yes,0,3,25,15,30,4,1,3,3,1,2,2,3,2,1,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Pastis,Hartford,CT,78,24,10,5,5,80,No,No,Yes,0,3,50,18,10,3,1,2,3,1,2,2,2,2,1,3,4,2,3,6,9,4,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,3,6,4,6,2,6,2,5,2,5,3,1976,Male,2,NA,0,4,NA
Mangia Mangia,Patchogue,NY,1,12,0,0,0,100,No,No,Yes,0,1,35,20,98,4,1,4,4,1,2,3,3,1,1,3,1,1,4,7,10,4,3,1,1,2,3,1,3,2,3,3,2,99,99,99,99,1,3,2,1,3,7,2,7,1,7,2,5,1,6,1,1966,,2,NA,1,4,NA
Stars and Stripes,Arlington,VA,13,12,5,15,5,75,No,Yes,Yes,0,3,16,18,10,3,1,1,2,2,1,2,2,1,1,2,,1,2,5,1,3,2,2,2,3,2,1,2,2,99,3,2,99,1,99,2,2,2,3,3,2,2,2,6,1,4,6,5,2,6,4,1980,Female,2,NA,0,4,NA
Karavalli,Albany,NY,2,10,35,10,5,50,No,No,Yes,0,2,25,20,70,4,4,1,3,1,1,2,3,2,1,4,1,1,1,2,2,3,99,99,1,2,3,3,3,2,,3,2,1,2,99,3,99,2,1,2,2,6,3,4,1,6,2,5,6,7,6,1981,Male,,black,1,1,NA
Driftaway Cafe,Savanh,GA,72,240,2,8,,90,No,Yes,Yes,0,2,25,17,10,4,2,2,3,3,3,2,2,3,1,4,3,1,3,7,25,5,3,2,2,2,2,2,2,2,2,3,2,3,1,1,2,1,2,2,2,3,7,4,5,6,4,1,5,5,6,1,1960,Female,2,NA,1,4,NA
Haru Japanese Restaurant,NY,NY,110,8,12,3,10,75,No,No,Yes,0,2,42,20,75,2,2,4,4,1,2,2,4,3,1,4,3,2,2,7,15,4,3,1,1,2,2,1,2,2,3,2,2,1,1,1,2,1,3,2,1,3,7,2,6,2,7,2,6,1,5,1,1971,Male,,black,0,1,NA
SRO Sportsbar & Cafe,Houston,TX,48,0,2,3,5,90,No,No,No,1,2,40,20,30,2,2,3,3,4,4,4,4,3,2,4,3,1,3,6,5,4,3,2,99,2,3,2,2,3,3,3,2,2,1,1,3,1,3,2,1,2,7,5,7,4,7,2,6,1,5,1,1977,Male,2,NA,0,3,NA
The Ridgeline at the Pepsi Center,Denver,CO,10,10,2,2,2,90,No,No,Yes,0,2,28,17,3,3,1,2,3,3,2,2,2,3,1,2,1,1,3,5,4,3,2,1,1,2,3,1,2,2,3,3,2,3,1,2,2,2,2,1,1,3,5,4,5,3,5,4,5,6,5,2,1983,Male,1,NA,0,4,NA
Friendly's,Geneva,NY,20,0,10,30,15,45,No,No,Yes,1,2,25,15,20,1,2,4,3,1,2,3,3,2,1,3,2,2,3,4,3,4,2,2,1,1,3,2,2,2,2,2,2,2,1,1,2,1,3,3,1,2,5,1,7,3,6,5,7,4,2,1,1975,Male,1,NA,1,4,NA
Cannoli's,Florissant,MO,13,1,1,40,1,58,No,No,Yes,0,3,15,15,5,2,1,4,4,2,1,1,3,2,1,3,1,1,1,1,30,4,3,2,1,1,2,1,3,2,2,3,2,2,1,1,2,1,2,2,1,3,5,1,7,1,6,2,7,1,7,2,1954,Male,1,NA,1,4,NA
Therapy Cafe,Charlotte,NC,6,12,1,30,,69,Yes,Yes,Yes,1,3,2.5,15,20,4,2,4,4,3,3,3,3,3,1,3,2,1,3,2,8,3,2,1,1,2,2,1,2,2,2,3,2,2,1,1,2,1,2,2,2,2,6,3,7,5,6,2,6,2,5,2,1978,Male,2,NA,0,4,NA
Olive Garden,Roseville,MN,27,15,10,10,20,60,No,Yes,Yes,1,2,14,20,80,2,2,4,4,1,1,3,3,2,1,3,2,2,3,4,5,3,2,2,3,3,2,1,2,2,99,2,2,1,1,2,2,1,1,3,1,2,7,2,7,2,7,1,6,2,5,6,1984,Male,1,NA,0,4,NA
Hooters,Dallas,TX,72,0,0,5,15,80,No,Yes,Yes,1,2,25,30,60,2,1,4,4,3,2,4,4,3,4,4,4,2,2,4,11,5,3,1,1,2,3,1,2,3,3,3,2,1,1,1,3,1,2,3,1,3,7,1,7,1,6,1,6,1,7,1,1977,Male,2,NA,1,4,NA
TX road house,harvey,LA,18,18,10,50,15,25,No,No,Yes,0,2,0,90,15,4,1,4,4,2,1,3,4,2,1,2,1,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
South Garden,"Chilliwack, B.C.",!US,36,24,10,1,1,88,No,No,Yes,1,3,30,12,5,3,2,1,1,2,,3,3,4,2,4,1,2,2,6,3,2,3,3,2,2,2,1,2,2,99,3,3,2,99,99,99,2,3,2,3,1,7,1,7,1,7,1,7,5,7,5,1983,Male,2,NA,0,3,NA
Applebee's,Glendale,WI,10,0,1,20,4,75,No,No,Yes,1,2,30,12,10,4,4,4,4,1,1,3,4,2,4,4,4,2,3,1,5,3,2,2,1,1,3,2,1,2,2,99,2,2,1,1,2,2,1,1,1,2,7,1,7,5,6,2,6,1,6,2,1980,Male,1,NA,1,4,NA
backstreet bar,Hamilton,!US,12,12,5,5,0,90,No,No,No,1,2,60,15,30,4,1,4,4,2,3,3,2,4,1,4,3,2,2,7,6,3,3,2,1,1,2,1,3,2,3,3,2,99,99,99,99,1,2,2,1,2,3,2,6,2,4,2,6,1,5,2,1984,Male,,brown w/ blonde highlights,0,4,NA
NA,Estes Park,CO,3,1,0,0,0.05,0.95,No,No,Yes,1,2,12,14,15,4,2,4,3,2,1,2,3,1,1,2,2,1,2,3,1,3,2,1,2,1,2,1,3,2,2,3,2,,,,2,1,2,2,2,3,7,1,6,1,7,5,5,6,6,1,1983,Female,2,NA,0,4,NA
Bob Evans,DeWitt,MI,60,0,5,10,5,80,Yes,Yes,No,0,3,12,17,20,2,1,4,3,3,1,2,1,2,2,3,3,1,2,5,5,4,2,2,1,3,2,1,2,2,1,3,2,2,2,2,2,2,3,3,1,3,6,2,6,4,5,2,7,1,5,6,1983,Male,2,NA,0,4,NA
Britannia Inn,Leicester,!US,24,1,15,15,2,68,No,Yes,Yes,1,2,40,12,10,3,2,3,4,1,2,3,2,3,1,2,4,2,3,6,3,4,2,2,1,3,2,1,3,1,2,3,2,1,3,99,3,2,3,1,1,2,7,2,5,3,6,2,5,1,4,2,1988,Female,2,NA,0,4,NA
Bonefish Grill,Grand Rapids,MI,7,0,2,6,2,90,No,No,Yes,1,2,30,17,55,3,1,4,4,1,1,2,3,2,2,4,3,2,2,6,1,3,3,3,1,2,3,1,2,3,99,3,2,2,2,2,2,2,3,2,2,2,6,3,6,4,,3,5,3,4,3,1983,Male,2,NA,0,4,NA
Lake Sherwood Lodge,Nekoosa,WI,30,0,0,1,0,99,No,Yes,Yes,1,3,20,10,3,4,1,2,2,3,3,3,2,3,1,3,3,3,2,4,2.5,3,2,2,1,,3,1,2,99,2,2,2,99,2,99,2,99,2,2,2,2,7,4,7,4,4,1,5,1,6,1,1974,Male,1,NA,0,4,NA
Southgarden Seafood and chinese resturau,Chilliwack,!US,96,5,15,5,10,70,No,No,Yes,0,2,10,10,30,4,1,1,3,3,2,2,4,2,2,3,2,2,4,1,8,5,3,2,1,2,3,1,2,3,99,2,99,1,99,99,99,99,2,2,3,3,6,5,6,2,6,3,6,2,7,2,1981,Male,2,NA,0,4,NA
NA,belmar,NJ,19,10,5,5,5,85,No,No,Yes,0,2,,20,98,4,1,1,1,1,1,2,2,2,1,2,1,2,2,6,6,5,99,99,2,1,99,2,99,99,99,3,3,99,99,99,99,1,99,99,99,99,2,5,7,2,7,7,5,1,6,1,1980,Male,2,NA,0,4,NA
Champps America,Worithington,OH,12,12,1,10,2,87,No,No,Yes,1,3,22,19,75,3,1,4,3,1,2,2,4,2,1,2,1,2,2,5,6,4,2,2,1,2,2,99,3,2,3,3,2,2,2,2,2,1,3,3,2,2,4,2,7,1,6,5,5,1,6,4,1979,Female,2,NA,0,4,NA
Blackberries,Port Townsend,WA,12,0,0.33,0.33,0.33,99,No,Yes,Yes,0,2,17,18,20,3,1,4,2,1,1,2,3,2,1,2,4,2,3,2,6,4,99,99,1,2,2,1,2,3,99,3,2,99,99,99,2,1,3,2,1,3,6,3,5,4,5,3,6,2,5,2,1974,Male,2,NA,1,4,NA
Splendido,Toronto,!US,9,18,30,1,1,68,No,No,Yes,0,2,100,18,25,4,1,1,4,1,2,2,1,3,1,2,1,1,2,6,14,2,3,2,1,1,3,2,3,2,3,2,3,2,1,99,2,1,2,3,2,3,7,1,7,1,6,2,6,1,6,3,1974,Male,1,NA,0,4,NA
Saltaus,Chicago,IL,5,12,10,15,10,65,No,No,Yes,0,2,70,20,50,2,1,1,4,1,1,2,1,1,1,3,1,2,3,5,11,4,3,2,1,1,2,2,3,2,2,3,2,1,1,2,2,1,2,2,1,2,5,1,7,1,5,5,6,2,7,2,1976,Female,2,NA,1,4,NA
carver's steaks and chops,dayton,OH,60,240,10,10,5,75,No,No,Yes,0,3,42,18,15,3,1,3,4,2,1,2,2,2,1,2,1,2,2,4,15,4,2,2,1,2,3,1,2,2,2,3,2,2,1,1,2,1,3,3,2,3,7,4,7,5,6,4,5,4,4,4,1971,Female,2,NA,0,4,NA
Sierra La Verne Country Club,La Verne,CA,9,0,80,5,5,10,Yes,Yes,Yes,0,4,50,8,25,4,1,2,1,1,1,3,2,4,3,4,4,1,1,2,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Deb's,Ypsilanti,MI,6,0,0,20,15,65,No,No,No,0,3,8,10,10,2,2,2,2,1,2,2,3,2,1,2,1,1,2,1,2,3,2,1,1,3,2,1,3,1,3,2,2,1,1,1,2,1,1,2,1,1,6,4,6,2,7,2,7,2,4,2,1976,Male,3,NA,0,4,NA
Ragazzi's,VA Beach,VA,6,0,10,30,5,55,No,Yes,Yes,0,3,25,15,10,1,2,4,4,2,1,3,4,3,2,4,4,1,3,5,10,3,3,2,1,2,3,1,2,3,3,3,2,2,1,2,2,2,3,3,2,3,7,5,4,5,7,1,6,4,5,1,1972,Male,2,NA,1,4,NA
NA,WA,DC,48,0,5,10,5,80,No,Yes,Yes,0,2,40,15,30,3,1,2,2,1,1,2,4,1,1,3,3,1,2,5,10,4,2,2,2,3,2,1,3,2,3,3,2,2,1,1,2,1,3,3,1,2,6,1,7,1,6,2,7,1,7,2,1977,Male,2,NA,1,,mixed asian-white
TGI Fridays,Lone Tree,CO,36,0,1,5,14,80,No,Yes,Yes,1,2,60,18,20,2,1,4,3,4,4,4,3,2,1,3,4,2,2,4,8,5,2,3,1,2,2,1,3,2,99,3,2,1,2,1,2,1,3,2,2,2,6,2,6,2,6,3,5,4,6,3,1977,Female,2,NA,0,4,NA
Bradys,Little Cada,MN,3,0,1,15,4,80,No,No,Yes,1,4,20,10,5,7,1,2,2,1,2,2,3,3,1,3,3,1,1,6,9,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,5,1,5,2,7,4,5,1,5,4,1976,Male,2,NA,0,3,NA
Blue Point Grill,Cleveland,OH,48,2,5,25,5,70,No,No,Yes,0,2,50,20,20,2,1,2,4,2,2,2,3,2,1,4,2,2,3,3,16,4,3,1,2,2,3,2,2,3,3,3,2,2,1,1,3,1,2,2,1,2,7,5,7,5,7,1,5,1,6,1,1968,Male,1,NA,0,4,NA
Tin Alley Grill,Springfield,PA,48,0,10,10,10,70,No,Yes,Yes,1,4,20,15,15,4,1,4,3,2,2,2,3,3,2,3,4,1,2,5,6,3,2,1,1,3,2,1,2,2,3,2,2,2,1,2,2,2,3,1,2,1,5,1,6,2,5,3,5,2,5,4,1983,Male,2,NA,0,4,NA
The Good Food Co.,Carleton Place,!US,4,6,1,1,1,97,Yes,No,Yes,1,2,20,12,5,4,2,4,1,2,,2,3,3,4,4,4,1,2,2,5,5,2,1,1,1,3,1,2,2,99,3,2,99,99,99,99,99,3,1,1,3,7,3,5,5,7,3,7,3,6,1,1980,Female,1,NA,0,4,NA
Applebees,Parker,CO,6,0,5,10,5,80,No,No,Yes,1,3,50,10,20,3,2,4,4,4,1,3,3,2,2,3,4,1,2,5,5,3,3,2,1,1,3,1,2,2,3,3,2,2,1,1,2,2,3,1,2,2,7,3,7,1,7,1,7,2,5,2,1979,Male,3,NA,1,4,NA
penthouse restaurant,niagara falls,!US,72,,40,10,10,40,No,No,Yes,0,2,45,12,50,3,1,2,2,1,1,2,3,3,1,3,1,2,2,6,25,5,3,2,1,1,3,1,1,2,3,2,2,2,2,3,2,1,3,3,1,1,6,1,7,1,4,6,5,1,5,1,1960,Male,2,NA,1,4,NA
Benigan's,Chicago,IL,36,0,5,10,15,70,No,Yes,Yes,0,3,27,12,15,2,2,3,4,2,1,2,3,2,1,2,2,1,2,2,2.5,4,3,1,1,1,3,2,3,2,3,3,2,2,1,2,3,1,2,3,1,2,6,1,7,1,6,7,4,2,7,1,1970,Female,2,NA,1,4,NA
Dutch Essenhaus,Murray,KY,36,12,0,0,0,100,No,Yes,Yes,0,4,40,13,9,2,1,4,4,2,1,3,1,2,1,1,2,1,3,7,5,4,1,2,1,2,3,1,3,2,3,1,2,99,99,99,99,99,3,1,1,2,6,3,7,1,6,1,6,1,6,1,1980,Female,2,NA,,4,NA
Bayo,New Orleans,LA,19,6,3,4,3,90,No,Yes,Yes,0,2,70,18,75,3,1,3,2,1,1,2,2,2,1,2,1,2,3,6,5,4,3,2,1,2,3,1,2,3,99,3,2,2,1,1,,3,3,2,2,3,3,5,7,4,6,6,3,4,5,4,1980,Female,2,NA,0,4,NA
Brandt's Market & Cafe,St. Louis,MO,12,0,5,25,0,70,No,No,Yes,1,3,22,20,50,5,1,4,4,1,1,3,3,2,1,4,4,3,3,3,3,4,2,2,1,3,1,1,3,2,1,3,2,2,1,99,2,1,2,3,2,1,,4,5,4,6,2,3,2,5,2,1980,Male,2,NA,0,4,NA
raffertys,florence,KY,17,6,1,2,15,82,No,Yes,Yes,0,2,22,16,5,3,1,4,4,4,1,3,1,2,1,1,1,2,3,,8,5,2,1,1,3,3,2,2,2,3,3,3,2,1,1,2,1,3,3,1,1,6,3,7,2,7,5,5,1,7,1,1971,Female,,bald,0,4,NA
The Mustang,Park City,UT,12,0,1,1,5,93,No,No,Yes,0,3,65,15,5,4,1,4,3,1,2,2,2,2,1,3,3,2,3,5,2,4,2,2,1,3,2,1,2,2,2,3,1,99,99,99,99,1,2,3,1,3,6,3,6,4,5,2,4,1,5,5,1980,Male,2,NA,0,4,NA
Conchy Joe's Seafood,Jensen Beach,FL,90,120,2,13,10,75,No,Yes,Yes,1,2,22,18,5,4,4,1,2,2,2,3,2,2,1,1,1,2,1,4,10,2,2,3,1,2,2,1,2,2,99,2,2,,1,1,2,1,1,3,2,2,3,6,6,1,2,1,,1,3,1,1966,Female,2,NA,0,4,Gay
